,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0325277428802471,-1.0,274.40906,274.40906,309.4241,309.4241,0.43081322,0.30328333,0.30328333,0.3028,0.31796667,0.31796667,0.3261,0.4271634234374227
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0081649658092772,-1.0,3186.0566,203.57088,2077.1663,132.7191,0.8941943,0.8303,0.8303,0.8305,0.90136665,0.90136665,0.9042,0.874563680430541
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0351362899983902,-1.0,1014.65906,256.47867,1224.1173,309.4241,0.3961282,0.26358333,0.26358333,0.2734,0.31796667,0.31796667,0.3261,0.3894487230715834
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.017357107,507.48779296875,680.23895,51.57038,1229.5588,93.40247,0.3898254,0.29666665,0.29643333,0.3006,0.79286665,0.798,0.7993,0.3857613058634479
alpha_post=60000.00000000002/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.2464608534811666,-1.0,1560.9595,25.210701,14607.66,235.92499,0.38055858,0.029516667,0.029516667,0.0296,0.24145,0.24145,0.2331,0.2983162098854462
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.4335848,12994.318359375,3112.8547,18.67062,16181.904,93.402466,0.62260973,0.157,0.16283333,0.1739,0.79286665,0.798,0.7993,0.6083497923841481
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.1318332346501973,-1.0,88.5776,1386.3143,72.93994,1141.5718,0.63422567,0.37748334,0.37748334,0.3796,0.29516667,0.29516667,0.302,0.6311987746994006
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0012734137237036,-1.0,-1.0,-1.0,-1.0,-1.0,0.4797664,0.45453334,-1.0,0.4551,-1.0,-1.0,-1.0,0.479723054793747
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0323015436171223,-1.0,3186.0566,805.34985,933.3464,235.92499,0.95738566,0.8303,0.8303,0.8305,0.24145,0.24145,0.2331,0.910791549870066
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.1344309490700666,-1.0,-1.0,-1.0,-1.0,-1.0,0.2855928,0.026333334,-1.0,0.0289,-1.0,-1.0,-1.0,0.1967995844209114
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0046037748,262.6545104980469,262.1824,0.0,524.8369,0.0,0.32291132,0.27493334,-1.0,0.2797,-1.0,-1.0,-1.0,0.3190661086956083
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.00090937776,40.99070739746094,91.67403,0.0,132.66473,0.0,0.4134401,0.39211667,-1.0,0.3952,-1.0,-1.0,-1.0,0.4130593054676814
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,2.179195731878281,-1.0,197.10225,12203.89,20.825466,1289.4409,1.244788,0.20095,0.20095,0.1909,0.023366667,0.023366667,0.0232,0.9647788035428416
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.1277886208492544,-1.0,274.40906,1085.5938,288.5588,1141.5718,0.55605656,0.30328333,0.30328333,0.3028,0.29516667,0.29516667,0.302,0.5537422801709712
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.20654605,6183.15576171875,155.49881,7429.151,24.194565,1114.6907,1.2186612,0.8973,0.8979,0.8977,0.2065,0.20053333,0.2127,0.9943990842156084
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.18502556,5537.541015625,680.23895,8932.252,236.92783,2951.3994,0.6008258,0.29666665,0.29643333,0.3006,0.15636666,0.1492,0.1601,0.5976436286502622
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.71690303,21493.865234375,141.02547,24542.623,17.945269,2925.6772,1.4120748,0.81336665,0.81726664,0.8181,0.1584,0.14726667,0.1587,0.9983598374800272
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.5315610595998992,-1.0,5102.53,1289.783,7173.2573,1813.2075,0.6449224,0.12938334,0.12938334,0.1432,0.17348333,0.17348333,0.1792,0.6259618172312771
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.6227198296246756,-1.0,1560.9595,394.5688,10951.454,2768.2346,0.58751297,0.029516667,0.029516667,0.0296,0.18075,0.18075,0.1839,0.5321358279156694
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.1277886208492544,-1.0,197.10225,779.75916,881.8977,3488.8887,0.45372322,0.20095,0.20095,0.1909,0.90965,0.90965,0.9108,0.4412599283861186
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.012559276,739.984619140625,1336.3306,0.0,2076.3152,0.0,0.42574418,0.3465,-1.0,0.3509,-1.0,-1.0,-1.0,0.4240190185994702
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.037107546,1100.0009765625,1150.5122,4281.143,828.13776,2858.7676,0.33441222,0.1982,0.2025,0.2145,0.1496,0.1429,0.1563,0.3199007081112722
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.009324854,266.520263671875,3112.8547,3233.8464,3004.2961,2858.7676,0.22528198,0.157,0.16283333,0.1739,0.1496,0.1429,0.1563,0.2107802987440481
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.035682335,1057.2447509765625,1150.5122,325.29654,2592.578,710.1175,0.33177084,0.1982,0.2025,0.2145,0.3143,0.31273332,0.326,0.3173311650401419
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.27967295,8376.962890625,3112.8547,67.73279,11665.697,243.6125,0.53094715,0.157,0.16283333,0.1739,0.38823333,0.38733333,0.3931,0.5151053047846386
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.06414774,1911.2069091796875,1150.5122,89.66837,3215.6633,243.6125,0.3772918,0.1982,0.2025,0.2145,0.38823333,0.38733333,0.3931,0.3624351198808836
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.3837428626426971,-1.0,5102.53,20.830992,27715.951,113.149895,0.56741464,0.12938334,0.12938334,0.1432,0.47031668,0.47031668,0.473,0.5478821622732724
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.041658822,1236.539306640625,155.49881,2047.8541,54.301437,710.1175,1.041624,0.8973,0.8979,0.8977,0.3143,0.31273332,0.326,0.9631185036363412
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0945185211309706,-1.0,1753.3776,28.3184,7005.8506,113.149895,0.39142528,0.17403333,0.17403333,0.1819,0.47031668,0.47031668,0.473,0.3724666198482375
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.1947086,5828.0322265625,3112.8547,245.7192,9405.285,710.1175,0.46901652,0.157,0.16283333,0.1739,0.3143,0.31273332,0.326,0.450023523236009
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,2.0002261992631256,-1.0,5102.53,5102.53,5261.052,5261.052,1.1294398,0.12938334,0.12938334,0.1432,0.13133334,0.13133334,0.1432,0.9347753705414126
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0351154220862915,-1.0,112.15741,443.7076,59.63552,235.92499,0.6006222,0.46811667,0.46811667,0.466,0.24145,0.24145,0.2331,0.5995302468577788
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.07117,2121.874755859375,1116.5889,4034.7358,318.4184,1114.6907,0.67653984,0.4879,0.48593333,0.4874,0.2065,0.20053333,0.2127,0.671070733031486
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.008198648,232.73403930664065,155.49881,564.4934,67.35194,243.6125,0.96132594,0.8973,0.8979,0.8977,0.38823333,0.38733333,0.3931,0.9318182060382298
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.6282701843438376,-1.0,3186.0566,12604.406,699.7356,2768.2346,1.3907776,0.8303,0.8303,0.8305,0.18075,0.18075,0.1839,0.9983006983147392
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0,-167.22637939453125,1116.5889,306.57364,886.40137,243.6125,0.4879,0.4879,0.48593333,0.4874,0.38823333,0.38733333,0.3931,0.4878999898435548
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.066034965,1967.823486328125,247.44122,3242.1829,87.77241,1114.6907,0.5746738,0.39296666,0.3914,0.3933,0.2065,0.20053333,0.2127,0.5739384089552453
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00044486017,0.12042236328125,1116.5889,1112.1797,714.6471,710.1175,0.50281405,0.4879,0.48593333,0.4874,0.3143,0.31273332,0.326,0.5028135717339988
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0325277428802471,-1.0,197.10225,197.10225,235.92499,235.92499,0.3284799,0.20095,0.20095,0.1909,0.24145,0.24145,0.2331,0.314622325623337
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0124753786073541,-1.0,197.10225,49.822174,525.052,132.7191,0.27992904,0.20095,0.20095,0.1909,0.90136665,0.90136665,0.9042,0.2688843655846127
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.0048790523,133.14617919921875,247.44122,893.71155,196.99332,710.1175,0.44235823,0.39296666,0.3914,0.3933,0.3143,0.31273332,0.326,0.441792568612647
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.26759005,8014.4755859375,232.26869,11107.32,65.10137,2925.6772,0.73428,0.3685,0.36953333,0.3745,0.1584,0.14726667,0.1587,0.7204645901027504
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=0,0.00042872858,-0.363525390625,247.44122,246.35263,244.33757,243.6125,0.40760785,0.39296666,0.3914,0.3933,0.38823333,0.38733333,0.3931,0.4073266145410592
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.5202147,31199.306640625,1310.9985,0.0,32510.305,0.0,0.53357387,0.023566667,-1.0,0.0241,-1.0,-1.0,-1.0,0.4667070555568233
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0331727486792621,-1.0,89.760796,355.10403,76.66917,303.31204,0.51170474,0.38291666,0.38291666,0.3839,0.31195,0.31195,0.3173,0.511204576428586
alpha_post=244.94897427831785/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,2.2778508365154275,-1.0,89.760796,21986.814,21.478155,5261.052,1.4501212,0.38291666,0.38291666,0.3839,0.13133334,0.13133334,0.1432,0.9914721823670464
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,2.241842582821847,-1.0,1325.6492,20747.531,336.1513,5261.052,1.4024024,0.34366667,0.34366667,0.3546,0.13133334,0.13133334,0.1432,0.9875933462116794
alpha_post=244.94897427831785/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.574251291996025,-1.0,112.15741,6944.3994,44.709126,2768.2346,1.0039577,0.46811667,0.46811667,0.466,0.18075,0.18075,0.1839,0.8981761726369326
alpha_post=15166.394348316875/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.2883690324026373,-1.0,926.49713,234.19368,13802.444,3488.8887,0.4386997,0.058983333,0.058983333,0.0583,0.90965,0.90965,0.9108,0.384106136623498
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,2.1941445022821435,-1.0,275.97067,17087.15,84.970055,5261.052,1.3474288,0.30001667,0.30001667,0.3013,0.13133334,0.13133334,0.1432,0.981672320325915
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0560582972704102,-1.0,799.04236,51.05426,2307.2407,147.41956,0.21696907,0.04955,0.04955,0.0453,0.14978333,0.14978333,0.1477,0.155985813450748
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0083911650724019,-1.0,89.760796,89.760796,113.149895,113.149895,0.44768998,0.38291666,0.38291666,0.3839,0.47031668,0.47031668,0.473,0.4469358815072182
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0323015436171223,-1.0,1751.9606,442.84875,583.2087,147.41956,0.581619,0.45453334,0.45453334,0.4551,0.14978333,0.14978333,0.1477,0.5810038445456198
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0325277428802471,-1.0,185.17865,185.17865,147.41956,147.41956,0.3159632,0.18843333,0.18843333,0.1795,0.14978333,0.14978333,0.1477,0.3002575080917858
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0153377310195481,-1.0,1325.6492,84.70144,1770.8916,113.149895,0.43123874,0.34366667,0.34366667,0.3546,0.47031668,0.47031668,0.473,0.4294121888873493
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.5246017810711181,-1.0,1416.6781,5.783564,32516.277,132.74715,0.53848654,0.026333334,0.026333334,0.0289,0.9025667,0.9025667,0.9018,0.4746469224754488
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0756810962794949,-1.0,926.49713,59.197895,3692.4255,235.92499,0.25350982,0.058983333,0.058983333,0.0583,0.24145,0.24145,0.2331,0.194190912731863
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.03607822515159,-1.0,302.99393,19.359587,2077.6052,132.74715,0.22077644,0.08646667,0.08646667,0.0822,0.9025667,0.9025667,0.9018,0.18125683441048
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.1279454094180381,-1.0,926.49713,14.963644,8217.508,132.7191,0.31191158,0.058983333,0.058983333,0.0583,0.90136665,0.90136665,0.9042,0.2496311782042117
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0083911650724019,-1.0,135.002,135.002,132.74715,132.74715,0.62749,0.56271666,0.56271666,0.5638,0.9025667,0.9025667,0.9018,0.626013481715063
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.130063840449742,-1.0,799.04236,12.90515,8219.245,132.74715,0.30456355,0.04955,0.04955,0.0453,0.9025667,0.9025667,0.9018,0.2358610056813417
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=0,0.0105290222269957,-1.0,275.97067,69.757996,447.634,113.149895,0.3725736,0.30001667,0.30001667,0.3013,0.47031668,0.47031668,0.473,0.3689875875546721
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.1277886208492544,-1.0,135.002,2112.8955,222.8226,3487.3623,0.8154899,0.56271666,0.56271666,0.5638,0.90925,0.90925,0.9107,0.7885007590684218
