,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.005889831,163.46954345703125,610.57666,172.39093,831.08777,229.43246,0.32563373,0.27136666,0.27826667,0.283,0.3657,0.3663,0.3753,0.321291771263371
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0083911650724019,-1.0,109.57801,109.57801,197.48549,197.48549,0.5303233,0.46555,0.46555,0.4689,0.80535,0.80535,0.8061,0.5302832937228857
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00023178119,0.3349151611328125,132.59955,0.0,132.93446,0.0,0.9121319,0.90136665,-1.0,0.9042,-1.0,-1.0,-1.0,0.9076622188797744
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0348546599144717,-1.0,103.1272,407.98306,55.897972,221.13881,0.5587293,0.42671666,0.42671666,0.4213,0.22653334,0.22653334,0.2141,0.55841763395043
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0005632023,3.670684814453125,213.30394,217.31676,229.09033,229.43246,0.35808098,0.3413,0.3481,0.3537,0.3657,0.3663,0.3753,0.3573281478264647
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0708413667617966,-1.0,1005.2852,64.23201,3461.0095,221.13881,0.2516205,0.06341667,0.06341667,0.0614,0.22653334,0.22653334,0.2141,0.1953343102741998
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0145754467518543,-1.0,284.6967,71.9637,781.2753,197.48549,0.38016817,0.2948,0.2948,0.2979,0.80535,0.80535,0.8061,0.3760867836656274
alpha_post=15166.394348316875/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0738804548619916,-1.0,2089.3506,133.4976,4739.866,302.8505,0.39778173,0.20558333,0.20558333,0.2179,0.31081668,0.31081668,0.3257,0.3843422735583071
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1280148201123791,-1.0,3457.2798,3457.2798,3454.7356,3454.7356,1.1543635,0.90136665,0.90136665,0.9042,0.9007,0.9007,0.8968,0.988397809388792
alpha_post=15166.394348316875/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.2877667572695043,-1.0,839.74445,212.26492,13667.331,3454.7356,0.43150297,0.052183334,0.052183334,0.0518,0.9007,0.9007,0.8968,0.372087991505366
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.9513825949627188,-1.0,1295.5057,82.775444,54069.53,3454.7356,0.7133371,0.023633333,0.023633333,0.0244,0.9007,0.9007,0.8968,0.6600386998701008
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0081649658092772,-1.0,3457.2798,220.9005,2084.2695,133.17296,0.965261,0.90136665,0.90136665,0.9042,0.8876333,0.8876333,0.8863,0.9350968548400912
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0325277428802471,-1.0,158.43846,158.43846,185.95163,185.95163,0.2883132,0.16078334,0.16078334,0.1592,0.18951666,0.18951666,0.1831,0.2679368069011878
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0,-1014.2275390625,3094.7644,0.0,2080.5369,0.0,0.8063667,0.8063667,-1.0,0.8109,-1.0,-1.0,-1.0,0.8063666842166333
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0003536292646992,-1.0,-1.0,-1.0,-1.0,-1.0,0.1740805,0.16078334,-1.0,0.1592,-1.0,-1.0,-1.0,0.1707110898981961
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.0002261992631256,-1.0,1326.1064,1326.1064,7933.9204,7933.9204,1.0246565,0.0246,0.0246,0.0253,0.13756667,0.13756667,0.1359,0.8853591845071875
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.5481194497106303,-1.0,284.6967,4455.7437,111.27281,1741.5137,0.81830716,0.2948,0.2948,0.2979,0.16891667,0.16891667,0.1803,0.7847158919696482
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.60481507,18131.2265625,872.92737,73.93377,20481.764,1551.5428,0.5833492,0.033433333,0.038866665,0.0349,0.6814,0.6793333,0.6773,0.5301457612992451
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1277886208492544,-1.0,132.59953,2075.295,219.47826,3435.0205,1.1541399,0.90136665,0.90136665,0.9042,0.8955333,0.8955333,0.8968,0.9883679616767176
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0367449339120318,-1.0,132.59953,524.57904,47.003593,185.95163,1.0369117,0.90136665,0.90136665,0.9042,0.18951666,0.18951666,0.1831,0.9627987357032288
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00041696915,-0.71630859375,734.7828,729.33185,1556.2775,1551.5428,0.33407232,0.31963333,0.3172,0.3116,0.6814,0.6793333,0.6773,0.333197768488056
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.51119334,15322.57421875,882.806,5.7832427,16293.661,94.06485,0.5381657,0.0326,0.03863333,0.0334,0.9103,0.90896666,0.9106,0.4790643155052256
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-119.03317260742188,734.7828,201.04118,572.87726,158.16885,0.31963333,0.31963333,0.3172,0.3116,0.25083333,0.2517,0.2427,0.3196333355087476
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0125952328377878,-1.0,189.27386,47.84337,526.84753,133.17296,0.27240753,0.19305,0.19305,0.1814,0.8876333,0.8876333,0.8863,0.2605193552026356
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1381417343738701,-1.0,109.57801,1714.9885,68.10498,1065.9006,0.7283634,0.46555,0.46555,0.4689,0.27566665,0.27566665,0.2809,0.716510091473657
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.010298917,295.7421264648437,882.806,1001.6871,1205.4738,1028.6127,0.10435973,0.0326,0.03863333,0.0334,0.0498,0.042233333,0.045,0.0646998175205305
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0004408115,-0.00103759765625,94.28584,94.27816,94.071495,94.06485,0.9136461,0.8988,0.89853334,0.8999,0.9103,0.90896666,0.9106,0.9075202110538044
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.5075581,15213.517578125,94.28584,16329.457,6.959806,1028.6127,1.4025649,0.8988,0.89853334,0.8999,0.0498,0.042233333,0.045,0.9997390900801576
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0104988115753557,-1.0,-1.0,-1.0,-1.0,-1.0,0.12463611,0.052183334,-1.0,0.0518,-1.0,-1.0,-1.0,0.0907520384794201
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0104988115753557,-1.0,-1.0,-1.0,-1.0,-1.0,0.24290279,0.17045,-1.0,0.1836,-1.0,-1.0,-1.0,0.2293320435974256
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.012091969,349.53369140625,94.28584,1240.7704,66.65156,863.60236,0.97655594,0.8988,0.89853334,0.8999,0.3822,0.3762,0.3736,0.9392677905709323
alpha_post=3833.6586254776325/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0334007418588404,-1.0,1128.0122,285.1313,1198.1113,302.8505,0.42074656,0.29151666,0.29151666,0.3014,0.31081668,0.31081668,0.3257,0.4163187325210243
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.006528615,182.633056640625,1040.0875,78.73487,1238.0505,94.06485,0.5112341,0.4541,0.4523,0.4506,0.9103,0.90896666,0.9106,0.5112063561318347
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.3891134,11660.17578125,1040.0875,13637.28,91.5962,1028.6127,0.8951858,0.4541,0.4523,0.4506,0.0498,0.042233333,0.045,0.8394628846273005
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.12650281,7576.59716796875,654.2455,0.0,8230.843,0.0,0.29121497,0.03971667,-1.0,0.0387,-1.0,-1.0,-1.0,0.2150375523517353
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1344309490700666,-1.0,-1.0,-1.0,-1.0,-1.0,0.38292614,0.12366667,-1.0,0.1351,-1.0,-1.0,-1.0,0.3512649992337576
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.039099902,1159.771728515625,824.0517,63.72348,2078.2688,158.16885,0.23722115,0.0974,0.09923334,0.0947,0.25083333,0.2517,0.2427,0.2004106041370612
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0002113606694852,-1.0,-1.0,-1.0,-1.0,-1.0,0.53604674,0.5257667,-1.0,0.5262,-1.0,-1.0,-1.0,0.5360247608840759
alpha_post=244.94897427831785/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0342581741152932,-1.0,109.81401,434.43686,74.691605,295.4886,0.5980281,0.46715,0.46715,0.4689,0.30435,0.30435,0.3137,0.5970142729550956
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0050755446,139.04095458984375,94.28584,342.01984,42.3977,151.09074,0.9491763,0.8988,0.89853334,0.8999,0.24423334,0.24,0.2379,0.9264807411850882
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0003668608,-2.2195587158203125,211.87585,209.91086,157.91429,158.16885,0.35184363,0.3383,0.33583334,0.3271,0.25083333,0.2517,0.2427,0.351192682916652
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.21146022,6330.5810546875,882.806,20.980295,7343.4976,151.09074,0.35776168,0.0326,0.03863333,0.0334,0.24423334,0.24,0.2379,0.2765942093614567
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.820675790309907,-1.0,3457.2798,54109.35,97.270515,1522.3658,2.0889432,0.90136665,0.90136665,0.9042,0.028716667,0.028716667,0.0281,0.9999999992651244
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0083911650724019,-1.0,132.59953,132.59953,133.17296,133.17296,0.96614,0.90136665,0.90136665,0.9042,0.8876333,0.8876333,0.8863,0.9355002619247964
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0032243335,83.50462341308594,225.68591,61.98528,341.2701,94.06485,0.40221846,0.36206666,0.36046666,0.3504,0.9103,0.90896666,0.9106,0.401192369004211
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.076138906,2270.94189453125,1040.0875,3759.1323,177.46248,625.56555,0.64921397,0.4541,0.4523,0.4506,0.076866664,0.0749,0.0754,0.6457023892789451
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0325277428802471,-1.0,284.6967,284.6967,302.8505,302.8505,0.4223299,0.2948,0.2948,0.2979,0.31081668,0.31081668,0.3257,0.4181206246286357
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1287669319073882,-1.0,284.6967,1126.2928,269.43115,1065.9006,0.548539,0.2948,0.2948,0.2979,0.27566665,0.27566665,0.2809,0.54590094543286
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.03721692,1103.2822265625,882.806,276.1162,2335.5376,625.56555,0.16901283,0.0326,0.03863333,0.0334,0.076866664,0.0749,0.0754,0.1051232750874922
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.12950943,3872.0576171875,536.83563,11.591438,4491.3667,94.06485,0.31696948,0.0625,0.0643,0.0591,0.9103,0.90896666,0.9106,0.2568925954401493
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5283442971119201,-1.0,1295.5057,5.28888,32620.578,133.17296,0.5376102,0.023633333,0.023633333,0.0244,0.8876333,0.8876333,0.8863,0.471386299317322
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-31.71929931640625,225.68591,815.7722,241.79677,863.60236,0.36206666,0.36206666,0.36046666,0.3504,0.3822,0.3762,0.3736,0.362066661698185
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.02625878,774.5379638671875,536.83563,2007.696,332.29025,1028.6127,0.17708355,0.0625,0.0643,0.0591,0.0498,0.042233333,0.045,0.1332712583243847
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.31734473,9507.1162109375,225.68591,10736.166,25.248602,1028.6127,0.76040363,0.36206666,0.36046666,0.3504,0.0498,0.042233333,0.045,0.7418137391451567
alpha_post=15166.394348316875/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.000000000000001,-1.0,732.58,2898.1707,2005.4828,7933.9204,1.04555,0.04555,0.04555,0.0469,0.13756667,0.13756667,0.1359,0.8981605828822335
alpha_post=244.94897427831785/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.6251580842790831,-1.0,132.59953,8210.105,15.010391,929.3916,1.4604543,0.90136665,0.90136665,0.9042,0.058216665,0.058216665,0.0579,0.9999324685960932
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.006158767,355.9540405273437,169.95001,0.0,525.90405,0.0,0.22817552,0.17268333,-1.0,0.1641,-1.0,-1.0,-1.0,0.2172234137889787
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.1269364,3794.866943359375,94.28584,4501.234,13.484232,625.56555,1.150729,0.8988,0.89853334,0.8999,0.076866664,0.0749,0.0754,0.9874834566747062
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.06491879,1934.338134765625,536.83563,152.55191,3182.224,863.60236,0.2426649,0.0625,0.0643,0.0591,0.3822,0.3762,0.3736,0.1867982735857367
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.072344266,2157.1025390625,225.68591,2959.4365,48.91774,625.56555,0.5522564,0.36206666,0.36046666,0.3504,0.076866664,0.0749,0.0754,0.5514306076629794
alpha_post=244.94897427831785/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.514082372188569,-1.0,132.59953,32480.121,6.2150326,1522.3658,2.022545,0.90136665,0.90136665,0.9042,0.028716667,0.028716667,0.0281,0.9999999992651244
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0853507679709708,-1.0,1747.6306,28.225584,6441.009,104.02727,0.3802802,0.1737,0.1737,0.1844,0.43763334,0.43763334,0.4407,0.3610214838037207
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.10551536,6317.349609375,1888.2239,0.0,8205.573,0.0,0.41180706,0.18211667,-1.0,0.1942,-1.0,-1.0,-1.0,0.3949240958128943
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.5341820676831235,-1.0,5167.0293,1306.0868,7448.2153,1882.7096,0.64442515,0.12761667,0.12761667,0.1433,0.188,0.188,0.1961,0.6251759700157422
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.44836807,26888.51171875,5573.677,0.0,32462.19,0.0,0.6127641,0.13928333,-1.0,0.1489,-1.0,-1.0,-1.0,0.595918272125755
alpha_post=15166.394348316875/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.2094739180403974,-1.0,1743.7639,440.7769,8284.679,2094.1453,0.4940809,0.17045,0.17045,0.1836,0.5441667,0.5441667,0.5483,0.4787908413910164
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.1280148201123791,-1.0,1103.9042,1103.9042,2094.1453,2094.1453,0.53994685,0.28695,0.28695,0.2981,0.5441667,0.5441667,0.5483,0.5369314665808388
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0083911650724019,-1.0,112.35558,112.35558,104.02727,104.02727,0.5212233,0.45645,0.45645,0.4576,0.43763334,0.43763334,0.4407,0.5211930672179883
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0012734137237036,-1.0,-1.0,-1.0,-1.0,-1.0,0.31218305,0.28695,-1.0,0.2981,-1.0,-1.0,-1.0,0.3101260842517662
