,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,comp_sgd_post,comp_sgd_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,risk_sgd_post,risk_sgd_prior,risk_sgd_test,seeger
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=param_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,31.701963,1902104.125,3978.9565,0.0,1906083.1,0.0,13159348.0,0.0,4.881329,0.9,-1,0.9,-1,-1,-1,0.20996666,-1,0.2221,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=10,0.06369287,3808.0,205087520.0,0.0,205091330.0,0.0,0.0,0.0,1.0784557,0.9,-1,0.9,-1,-1,-1,0.12615,-1,0.1335,0.9740343121372028
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=10,0.0,-5959776256.0,18854100000.0,0.0,12894325000.0,0.0,0.0,0.0,0.9,0.9,-1,0.9,-1,-1,-1,0.12615,-1,0.1335,0.8999999783933168
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_0001.h5/prior=0.0/seed=20,0.5186931,31108.013671875,1.3199499,0.0,31109.334,0.0,61066.1,0.0,0.6160941,0.10683333,-1,0.1066,-1,-1,-1,0.022316666,-1,0.022,0.5929027272175458
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=10,1.3535635,81200.2421875,56.101562,0.0,81256.34,0.0,0.0,0.0,0.94928414,0.12661667,-1,0.1347,-1,-1,-1,0.12615,-1,0.1335,0.8595396756269889
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_001.h5/prior=0.0/seed=20,0.7276557,43645.7734375,159.61719,0.0,43805.39,0.0,0.0,0.0,0.6282314,0.02505,-1,0.0264,-1,-1,-1,0.025,-1,0.0263,0.5735094668731424
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_path_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,6767.192,406031520.0,192.0,0.0,406031700.0,0.0,0.0,0.0,58.378654,0.20996666,-1,0.2221,-1,-1,-1,0.20996666,-1,0.2221,0.999999999264224
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_0001.h5/prior=0.0/seed=20,0.012894297,760.0858764648438,295.59442,0.0,1055.6803,0.0,0.0,0.0,0.20749414,0.1272,-1,0.1226,-1,-1,-1,0.022316666,-1,0.022,0.1869066371955074
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_0001.h5/prior=0.0/seed=20,0.033480093,1995.233642578125,0.17870629,0.0,1995.4124,0.0,4242.313,0.0,0.23653333,0.10715,-1,0.1035,-1,-1,-1,0.022316666,-1,0.022,0.2039269288870518
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_0001.h5/prior=0.0/seed=20,0.026137408,1554.672607421875,1.2947894,0.0,1555.9674,0.0,500.28714,0.0,0.23750177,0.12318333,-1,0.1189,-1,-1,-1,0.022316666,-1,0.022,0.2108119574370281
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_0001.h5/prior=0.0/seed=20,0.665411,39911.08984375,0.06551634,0.0,39911.156,0.0,32994.492,0.0,0.60137296,0.024566667,-1,0.0238,-1,-1,-1,0.022316666,-1,0.022,0.5439039552843404
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_l2/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,7.7840295,467028.1875,16768.232,0.0,483796.4,0.0,946085.3,0.0,2.872219,0.8994,-1,0.899,-1,-1,-1,0.20106667,-1,0.209,0.9999999992504716
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_l2/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,7.834004,470026.65625,96.8125,0.0,470123.47,0.0,0.0,0.0,2.1234083,0.14426666,-1,0.1512,-1,-1,-1,0.14595,-1,0.1527,0.9999347262761202
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_001.h5/prior=0.0/seed=20,18.321245,1099261.125,0.4199486,0.0,1099261.5,0.0,327200.06,0.0,3.0515187,0.024866667,-1,0.0247,-1,-1,-1,0.022316666,-1,0.022,0.9999999936428542
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_001.h5/prior=0.0/seed=20,0.0,-164308.09375,165573.55,0.0,1265.4537,0.0,1635028200.0,0.0,0.02295,0.02295,-1,0.0228,-1,-1,-1,0.022316666,-1,0.022,0.0229500001082662
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=sum_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,2.9543953,177250.140625,1453.1761,0.0,178703.31,0.0,4190085.8,0.0,2.1154003,0.9,-1,0.9,-1,-1,-1,0.20106667,-1,0.209,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=20,0.16298021,9765.240234375,1.9866612,0.0,9767.227,0.0,105264.734,0.0,0.30764806,0.022183333,-1,0.0214,-1,-1,-1,0.022316666,-1,0.022,0.213772303677517
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_0001.h5/prior=0.0/seed=20,0.23935536,14347.7490234375,0.11684916,0.0,14347.866,0.0,28888.621,0.0,0.46629462,0.12035,-1,0.1156,-1,-1,-1,0.022316666,-1,0.022,0.4385594630998994
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_0001.h5/prior=0.0/seed=20,0.4979222,29861.759765625,95.00781,0.0,29956.768,0.0,0.0,0.0,0.5211267,0.022166668,-1,0.0223,-1,-1,-1,0.022316666,-1,0.022,0.4511514665378038
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,64.9503,3897004.75,3978.9565,0.0,3900983.8,0.0,15166048.0,0.0,6.595564,0.8968667,-1,0.8967,-1,-1,-1,0.14595,-1,0.1527,0.9999999992315968
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_0001.h5/prior=0.0/seed=20,0.114208296,6838.92578125,77.73828,0.0,6916.664,0.0,0.0,0.0,0.26111475,0.02215,-1,0.0223,-1,-1,-1,0.022316666,-1,0.022,0.169092139343245
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,187.75075,11265031.0,33.0,0.0,11265064.0,0.0,0.0,0.0,9.83438,0.14545,-1,0.1521,-1,-1,-1,0.14595,-1,0.1527,0.9999999992041384
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=path_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,1.6294916,97755.921875,145.5889,0.0,97901.51,0.0,587783940.0,0.0,1.777816,0.87518334,-1,0.8758,-1,-1,-1,0.14595,-1,0.1527,0.9999998949149091
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_sum_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,80.86775,4852051.5,148.0,0.0,4852199.5,0.0,0.0,0.0,6.504214,0.14545,-1,0.1521,-1,-1,-1,0.14595,-1,0.1527,0.9999999992041384
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_param_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=20,187.55658,11253381.0,35.0,0.0,11253416.0,0.0,0.0,0.0,9.829369,0.14545,-1,0.1521,-1,-1,-1,0.14595,-1,0.1527,0.9999999992041384
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_001.h5/prior=0.0/seed=20,0.47062093,28223.68359375,1.3650415,0.0,28225.049,0.0,115591.88,0.0,0.7123048,0.22721666,-1,0.2237,-1,-1,-1,0.022316666,-1,0.022,0.6977958582153043
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_001.h5/prior=0.0/seed=20,0.0,-1019257487360.0,1021599800000.0,0.0,2342292000.0,0.0,22477716000000.0,0.0,0.89355,0.89355,-1,0.892,-1,-1,-1,0.022316666,-1,0.022,0.8935499795261772
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=20,1.5913739,95468.8671875,28.640625,0.0,95497.51,0.0,0.0,0.0,0.9142296,0.022216666,-1,0.022,-1,-1,-1,0.022316666,-1,0.022,0.8230829412031107
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_0001.h5/prior=0.0/seed=20,0.19255275,11539.5927734375,0.08617401,0.0,11539.679,0.0,1046.2826,0.0,0.41780102,0.10751667,-1,0.1041,-1,-1,-1,0.022316666,-1,0.022,0.3827344214961933
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_0001.h5/prior=0.0/seed=20,0.17447111,10454.6943359375,38.702393,0.0,10493.396,0.0,0.0,0.0,0.32115665,0.0258,-1,0.0258,-1,-1,-1,0.022316666,-1,0.022,0.2315213529018049
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_0001.h5/prior=0.0/seed=20,0.037518516,2237.538818359375,9.361816,0.0,2246.9006,0.0,0.0,0.0,0.15886444,0.0219,-1,0.0216,-1,-1,-1,0.022316666,-1,0.022,0.0874390125792053
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_0001.h5/prior=0.0/seed=20,0.0015401217,78.8353500366211,0.030354908,0.0,78.86571,0.0,165471.97,0.0,0.1258333,0.09808333,-1,0.0939,-1,-1,-1,0.022316666,-1,0.022,0.1154125050225827
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_001.h5/prior=0.0/seed=20,12.867809,772055.0,6.40625,0.0,772061.44,0.0,0.0,0.0,2.5586977,0.022183333,-1,0.0219,-1,-1,-1,0.022316666,-1,0.022,0.9999982724727896
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_0001.h5/prior=0.0/seed=20,0.23966427,14366.2841796875,174.4707,0.0,14540.755,0.0,0.0,0.0,0.36801776,0.02185,-1,0.0219,-1,-1,-1,0.022316666,-1,0.022,0.2766150317014508
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_001.h5/prior=0.0/seed=20,1.5794202,94751.640625,0.4853301,0.0,94752.125,0.0,15750938000.0,0.0,1.794373,0.90571666,-1,0.9087,-1,-1,-1,0.022316666,-1,0.022,0.9999999978926032
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_001.h5/prior=0.0/seed=20,1.2915589,77479.9609375,38.765625,0.0,77518.73,0.0,0.0,0.0,0.8257707,0.022166668,-1,0.0223,-1,-1,-1,0.022316666,-1,0.022,0.759095789122759
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_0001.h5/prior=0.0/seed=20,0.011512932,677.2039794921875,0.5408159,0.0,677.7448,0.0,4485.9424,0.0,0.18367139,0.1078,-1,0.1043,-1,-1,-1,0.022316666,-1,0.022,0.1607514485374315
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_001.h5/prior=0.0/seed=20,1.0900688,65390.5546875,0.3614009,0.0,65390.918,0.0,10558166.0,0.0,1.5847979,0.84653336,-1,0.8497,-1,-1,-1,0.022316666,-1,0.022,0.9999496228244732
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_001.h5/prior=0.0/seed=20,174.8794,10492750.0,1.0,0.0,10492751.0,0.0,0.0,0.0,9.3732195,0.0223,-1,0.022,-1,-1,-1,0.022316666,-1,0.022,0.999999999089446
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_5_001.h5/prior=0.0/seed=20,0.021176899,1257.0419921875,0.1658032,0.0,1257.2078,0.0,78775.94,0.0,0.21246687,0.109566666,-1,0.103,-1,-1,-1,0.022316666,-1,0.022,0.184497418636932
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_0001.h5/prior=0.0/seed=20,0.5290643,31730.28515625,323.89062,0.0,32054.176,0.0,0.0,0.0,0.53652686,0.0222,-1,0.0223,-1,-1,-1,0.022316666,-1,0.022,0.4688865911971078
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_0001.h5/prior=0.0/seed=20,0.29317322,17576.8203125,12.486572,0.0,17589.307,0.0,0.0,0.0,0.5269163,0.14405,-1,0.1504,-1,-1,-1,0.14595,-1,0.1527,0.508517754788647
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_001.h5/prior=0.0/seed=20,0.0,-427783910064128.0,427783900000000.0,0.0,38.51404,0.0,829317300000000.0,0.0,0.8831,0.8831,-1,0.8817,-1,-1,-1,0.022316666,-1,0.022,0.8830999740727248
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_001.h5/prior=0.0/seed=20,38817.72,2329063168.0,0.16697048,0.0,2329063200.0,0.0,7414.566,0.0,139.49828,0.18258333,-1,0.188,-1,-1,-1,0.20996666,-1,0.2221,0.9999999992387214
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_0001.h5/prior=0.0/seed=20,0.35983247,21576.375,0.7241986,0.0,21577.1,0.0,3987.6885,0.0,0.566432,0.14226666,-1,0.1497,-1,-1,-1,0.14595,-1,0.1527,0.5493501391622537
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_0001.h5/prior=0.0/seed=20,2.7560344,165348.484375,44.625,0.0,165393.11,0.0,0.0,0.0,1.196073,0.022183333,-1,0.0224,-1,-1,-1,0.022316666,-1,0.022,0.9463965845928636
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_0001.h5/prior=0.0/seed=20,0.063612185,3803.158935546875,5.038574,0.0,3808.1975,0.0,0.0,0.0,0.20020929,0.021866666,-1,0.0217,-1,-1,-1,0.022316666,-1,0.022,0.1172212534083926
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_0001.h5/prior=0.0/seed=20,0.77900577,46726.7734375,66.171875,0.0,46792.945,0.0,0.0,0.0,0.83281827,0.20871666,-1,0.2207,-1,-1,-1,0.20996666,-1,0.2221,0.7920279517749327
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_001.h5/prior=0.0/seed=20,26695.041,1601702400.0,33324544.0,0.0,1635027000.0,0.0,0.0,0.0,116.451775,0.9203,-1,0.9213,-1,-1,-1,0.022316666,-1,0.022,0.9999999994061888
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=20,0.17213923,10314.78125,0.97841614,0.0,10315.76,0.0,566.7933,0.0,0.4362429,0.14286667,-1,0.1506,-1,-1,-1,0.14595,-1,0.1527,0.4123833276722557
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_0001.h5/prior=0.0/seed=20,2.3045304,138258.25,83.765625,0.0,138342.02,0.0,0.0,0.0,1.2189028,0.14546667,-1,0.1522,-1,-1,-1,0.14595,-1,0.1527,0.9582029862736844
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_0001.h5/prior=0.0/seed=20,0.11903425,7128.4833984375,0.06394371,0.0,7128.5474,0.0,62769.555,0.0,0.47021133,0.22625,-1,0.2346,-1,-1,-1,0.20106667,-1,0.209,0.4613522454104863
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_001.h5/prior=0.0/seed=20,0.16238405,9729.470703125,19.49646,0.0,9748.967,0.0,0.0,0.0,0.42797548,0.14303334,-1,0.1504,-1,-1,-1,0.14595,-1,0.1527,0.4037104105076134
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_0001.h5/prior=0.0/seed=20,1.3311383,79854.7265625,7.1328125,0.0,79861.86,0.0,0.0,0.0,1.0255243,0.2097,-1,0.2221,-1,-1,-1,0.20996666,-1,0.2221,0.9003734798942911
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_0001.h5/prior=0.0/seed=20,1.108316,66485.3828125,0.16916525,0.0,66485.555,0.0,279.00952,0.0,1.3277011,0.5832833,-1,0.5956,-1,-1,-1,0.14595,-1,0.1527,0.9860159190058164
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_001.h5/prior=0.0/seed=20,0.00022619926,0.0,829317300000000.0,0.0,829317300000000.0,0.0,0.0,0.0,0.91191816,0.9012833,-1,0.902,-1,-1,-1,0.022316666,-1,0.022,0.907506518227692
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_0001.h5/prior=0.0/seed=20,0.025266921,1502.443359375,0.1628768,0.0,1502.6062,0.0,1038.9786,0.0,0.25228202,0.13988334,-1,0.1458,-1,-1,-1,0.14595,-1,0.1527,0.2292731077102772
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_001.h5/prior=0.0/seed=20,0.00022768242,0.0889890938997268,0.06431298,0.0,0.15330207,0.0,2515.9604,0.0,0.59438634,0.5837167,-1,0.5925,-1,-1,-1,0.14595,-1,0.1527,0.5942091180724631
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_0001.h5/prior=0.0/seed=20,0.48723516,29220.537109375,24.80127,0.0,29245.338,0.0,0.0,0.0,0.69350964,0.19993334,-1,0.2093,-1,-1,-1,0.20996666,-1,0.2221,0.6794623318699902
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_0001.h5/prior=0.0/seed=20,0.3461034,20752.630859375,68.44531,0.0,20821.076,0.0,0.0,0.0,0.6258615,0.20986667,-1,0.2215,-1,-1,-1,0.20996666,-1,0.2221,0.6171361637764763
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_001.h5/prior=0.0/seed=20,2.7761087,166552.9375,1.0396893,0.0,166553.98,0.0,141439.12,0.0,1.3219905,0.14383334,-1,0.1511,-1,-1,-1,0.14595,-1,0.1527,0.9757518678582358
